#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
3170_g               -           1181 3366at5794           -            699   7.6e-48  162.1  20.7   1   4      0.02       9.8    3.1   1.7    83   223   229   366   149   390 0.71 -
3170_g               -           1181 3366at5794           -            699   7.6e-48  162.1  20.7   2   4   0.00017      0.08   10.0   0.2   210   290   455   536   439   564 0.67 -
3170_g               -           1181 3366at5794           -            699   7.6e-48  162.1  20.7   3   4   5.1e-40   2.5e-37  127.4   0.9   349   521   779   952   768   982 0.80 -
3170_g               -           1181 3366at5794           -            699   7.6e-48  162.1  20.7   4   4   1.5e-11   7.4e-09   33.3   0.5   519   632   993  1109   981  1142 0.80 -
2180_g               -            312 3366at5794           -            699   4.2e-36  123.3   4.3   1   2   5.8e-29   2.8e-26   90.9   0.1   435   526     3    94     1   116 0.87 -
2180_g               -            312 3366at5794           -            699   4.2e-36  123.3   4.3   2   2   1.3e-11     6e-09   33.6   0.3   531   614   137   226   123   236 0.81 -
3706_g               -            458 3366at5794           -            699     2e-24   84.7   0.1   1   1     7e-27   3.4e-24   84.0   0.1   212   372   281   455   181   457 0.81 -
3295_g               -            410 3366at5794           -            699   1.8e-18   65.1   1.0   1   2   0.00014     0.068   10.3   1.4   150   196   182   231    19   285 0.63 -
3295_g               -            410 3366at5794           -            699   1.8e-18   65.1   1.0   2   2     3e-17   1.4e-14   52.1   0.0   218   329   289   408   279   410 0.87 -
5038_g               -            261 3366at5794           -            699   1.1e-14   52.5   0.4   1   2   0.00022       0.1    9.6   0.0   318   366   159   213   124   215 0.69 -
5038_g               -            261 3366at5794           -            699   1.1e-14   52.5   0.4   2   2   1.9e-14   9.1e-12   42.9   0.6   409   457   211   259   211   261 0.96 -
1783_g               -            280 3366at5794           -            699   1.5e-14   52.1   3.7   1   1   5.8e-17   2.8e-14   51.2   3.7   466   617     1   175     1   261 0.70 -
6059_g               -            321 3366at5794           -            699   1.5e-07   28.9   0.1   1   2     0.047        23    1.9   0.1   138   199   139   201   112   211 0.71 -
6059_g               -            321 3366at5794           -            699   1.5e-07   28.9   0.1   2   2   5.3e-09   2.5e-06   24.9   0.0   210   269   253   312   240   318 0.88 -
5375_g               -            389 3366at5794           -            699   3.2e-06   24.6   1.0   1   2      0.18        87   -0.0   0.0   103   145   203   245   198   269 0.70 -
5375_g               -            389 3366at5794           -            699   3.2e-06   24.6   1.0   2   2   2.7e-08   1.3e-05   22.5   0.2   147   203   277   333   261   358 0.91 -
2633_g               -            347 3366at5794           -            699    0.0019   15.4   0.1   1   2     4e-06    0.0019   15.4   0.1   565   618   141   201   131   206 0.75 -
2633_g               -            347 3366at5794           -            699    0.0019   15.4   0.1   2   2       1.4   6.6e+02   -2.9   6.1     6    57   207   257   202   277 0.68 -
214_g                -            358 3366at5794           -            699       9.9    3.1  21.5   1   3      0.47   2.3e+02   -1.4   3.8     3    96    71   168    69   175 0.74 -
214_g                -            358 3366at5794           -            699       9.9    3.1  21.5   2   3   4.4e-05     0.021   11.9   6.8    13    51   268   311   254   340 0.79 -
214_g                -            358 3366at5794           -            699       9.9    3.1  21.5   3   3         1   4.9e+02   -2.5   0.0    43    58   329   344   324   350 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3366at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pb_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pb/run_apicomplexa_odb10/hmmer_output/initial_run_results/3366at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3366at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pb_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:22:28 2023
# [ok]
