#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
901_g                -            629 3686at5794           -            802   7.9e-18   62.4   0.4   1   3     0.071        13    2.2   0.2   187   241   231   286   224   299 0.86 -
901_g                -            629 3686at5794           -            802   7.9e-18   62.4   0.4   2   3   8.2e-11   1.4e-08   31.8   0.0    82   168   401   487   397   495 0.91 -
901_g                -            629 3686at5794           -            802   7.9e-18   62.4   0.4   3   3   1.7e-12     3e-10   37.3   0.2    24   171   469   619   467   626 0.92 -
2988_g               -            481 3686at5794           -            802     1e-15   55.4   5.2   1   3   2.5e-10   4.4e-08   30.2   0.1    19    83    80   144    61   156 0.78 -
2988_g               -            481 3686at5794           -            802     1e-15   55.4   5.2   2   3    0.0026      0.46    6.9   0.0    56   103   201   246   198   259 0.91 -
2988_g               -            481 3686at5794           -            802     1e-15   55.4   5.2   3   3   4.8e-07   8.5e-05   19.3   0.5    65   164   293   394   283   451 0.86 -
606_g                -            525 3686at5794           -            802   2.9e-13   47.3   6.1   1   2   3.8e-11   6.8e-09   32.8   0.7   188   266   190   269   166   284 0.86 -
606_g                -            525 3686at5794           -            802   2.9e-13   47.3   6.1   2   2   2.7e-06   0.00048   16.8   0.3   188   272   346   429   342   433 0.61 -
3756_g               -            699 3686at5794           -            802   7.4e-13   45.9  10.3   1   3     0.016       2.8    4.3   0.0   226   265    91   129    84   137 0.85 -
3756_g               -            699 3686at5794           -            802   7.4e-13   45.9  10.3   2   3   2.3e-09   4.1e-07   27.0   0.5   185   232   193   241   156   273 0.79 -
3756_g               -            699 3686at5794           -            802   7.4e-13   45.9  10.3   3   3   9.5e-11   1.7e-08   31.5   3.8   132   273   194   347   189   388 0.70 -
1559_g               -            744 3686at5794           -            802   1.6e-12   44.8  27.0   1   3   8.7e-05     0.015   11.8   5.0   186   260    88   162    10   174 0.81 -
1559_g               -            744 3686at5794           -            802   1.6e-12   44.8  27.0   2   3   9.6e-09   1.7e-06   24.9   2.9   184   267   241   324   227   332 0.83 -
1559_g               -            744 3686at5794           -            802   1.6e-12   44.8  27.0   3   3   2.6e-06   0.00046   16.9   3.4   172   262   648   743   635   744 0.79 -
2747_g               -           1049 3686at5794           -            802     7e-12   42.7   6.4   1   4    0.0047      0.84    6.1   0.1   191   270   121   202   107   243 0.73 -
2747_g               -           1049 3686at5794           -            802     7e-12   42.7   6.4   2   4     0.003      0.53    6.7   0.1    54   146   312   405   304   422 0.78 -
2747_g               -           1049 3686at5794           -            802     7e-12   42.7   6.4   3   4   2.5e-05    0.0045   13.6   0.0   108   165   434   491   421   502 0.59 -
2747_g               -           1049 3686at5794           -            802     7e-12   42.7   6.4   4   4   3.7e-06   0.00065   16.4   0.1   117   174   545   605   538   655 0.84 -
2467_g               -            499 3686at5794           -            802   4.7e-11   40.0   3.2   1   2   2.7e-12   4.7e-10   36.7   1.8   182   268   273   358   262   367 0.86 -
2467_g               -            499 3686at5794           -            802   4.7e-11   40.0   3.2   2   2       1.9   3.3e+02   -2.5   0.0   233   262   417   445   377   449 0.66 -
2794_g               -            447 3686at5794           -            802     2e-10   37.9   0.0   1   2       3.2   5.6e+02   -3.3   0.0    50    84   155   191   146   193 0.60 -
2794_g               -            447 3686at5794           -            802     2e-10   37.9   0.0   2   2   2.4e-12   4.3e-10   36.8   0.0    13   227   213   440   204   444 0.85 -
3458_g               -            476 3686at5794           -            802     1e-09   35.5   5.9   1   2   5.9e-12     1e-09   35.5   5.9   152   265   312   424   307   435 0.89 -
3458_g               -            476 3686at5794           -            802     1e-09   35.5   5.9   2   2       4.3   7.6e+02   -3.7   0.0   137   156   449   469   443   470 0.61 -
1024_g               -            546 3686at5794           -            802   5.1e-09   33.3   0.1   1   3      0.78   1.4e+02   -1.2   0.0   248   266   293   311   284   319 0.63 -
1024_g               -            546 3686at5794           -            802   5.1e-09   33.3   0.1   2   3   2.9e-11   5.1e-09   33.3   0.1    12   122   358   476   351   483 0.85 -
1024_g               -            546 3686at5794           -            802   5.1e-09   33.3   0.1   3   3       4.3   7.7e+02   -3.7   0.1    58    80   519   542   505   545 0.38 -
2022_g               -            524 3686at5794           -            802   1.8e-08   31.5   5.2   1   2       1.6   2.9e+02   -2.3   0.8   571   571    78    78     7   148 0.48 -
2022_g               -            524 3686at5794           -            802   1.8e-08   31.5   5.2   2   2   9.9e-11   1.8e-08   31.5   5.2   178   380   205   407   180   498 0.71 -
314_g                -            978 3686at5794           -            802   2.2e-07   27.8   3.5   1   2   1.2e-05    0.0022   14.7   0.0   204   266   200   264   193   268 0.80 -
314_g                -            978 3686at5794           -            802   2.2e-07   27.8   3.5   2   2   5.1e-05     0.009   12.6   1.6   193   263   296   364   274   375 0.73 -
2588_g               -            561 3686at5794           -            802   2.5e-07   27.6   0.1   1   1     2e-09   3.6e-07   27.1   0.1   129   225    72   167    58   214 0.60 -
59_g                 -            323 3686at5794           -            802   3.7e-06   23.8   3.4   1   1   6.2e-08   1.1e-05   22.2   3.2   138   274    18   143    15   191 0.80 -
2485_g               -            470 3686at5794           -            802   5.8e-06   23.1   2.1   1   2    0.0024      0.42    7.1   0.7   204   266   183   245   155   252 0.74 -
2485_g               -            470 3686at5794           -            802   5.8e-06   23.1   2.1   2   2   3.3e-08   5.8e-06   23.1   2.1   194   277   218   298   216   313 0.87 -
818_g                -            462 3686at5794           -            802   1.1e-05   22.2   0.6   1   1   1.1e-07   1.9e-05   21.4   0.6   227   353   104   229    99   259 0.73 -
2299_g               -            448 3686at5794           -            802   1.2e-05   22.1  11.3   1   2   1.2e-05    0.0022   14.7   0.4   191   264   271   343   248   353 0.85 -
2299_g               -            448 3686at5794           -            802   1.2e-05   22.1  11.3   2   2   4.7e-07   8.2e-05   19.3   4.9   178   264   301   387   289   404 0.84 -
2391_g               -            431 3686at5794           -            802   8.9e-05   19.2   0.5   1   2   1.2e-05    0.0021   14.7   0.0    17    81    79   143    63   211 0.83 -
2391_g               -            431 3686at5794           -            802   8.9e-05   19.2   0.5   2   2     0.046       8.2    2.8   0.1   223   274   302   351   296   361 0.79 -
2619_g               -            801 3686at5794           -            802   0.00016   18.4   0.4   1   2      0.24        42    0.5   0.0   284   318   208   242   173   276 0.76 -
2619_g               -            801 3686at5794           -            802   0.00016   18.4   0.4   2   2   6.1e-06    0.0011   15.7   0.1    28    79   440   491   425   498 0.89 -
727_g                -            350 3686at5794           -            802   0.00019   18.1   0.0   1   1   1.4e-06   0.00025   17.8   0.0   187   266   182   260   179   302 0.91 -
67_g                 -           1646 3686at5794           -            802    0.0003   17.5  16.5   1   4   2.4e-05    0.0042   13.7   1.9    88   215   240   389   209   392 0.73 -
67_g                 -           1646 3686at5794           -            802    0.0003   17.5  16.5   2   4       3.1   5.4e+02   -3.2   2.2   338   417   793   875   728   889 0.69 -
67_g                 -           1646 3686at5794           -            802    0.0003   17.5  16.5   3   4   6.5e-05     0.011   12.3   0.2   232   268  1039  1073  1032  1079 0.89 -
67_g                 -           1646 3686at5794           -            802    0.0003   17.5  16.5   4   4       3.2   5.7e+02   -3.3   0.0    25    77  1437  1493  1434  1498 0.66 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3686at5794.hmm
# Target file:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa
# Option settings: hmmsearch --domtblout /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk/run_apicomplexa_odb10/hmmer_output/initial_run_results/3686at5794.out --cpu 1 /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/busco_downloads/lineages/apicomplexa_odb10/hmms/3686at5794.hmm /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed/Pk_new.faa 
# Current dir:     /mnt/e/Bioinformatics/Semester2/BINP29/Malaria Project/Genomes/Parsed
# Date:            Wed Mar  1 19:30:42 2023
# [ok]
